epoch,step,test/acc,test/acc_best,test/f1_score,test/loss,train/acc,train/f1_score,train/loss,val/acc,val/f1_score,val/loss
0,358,,,,,,,,0.451526403427124,0.5849721431732178,2.15211820602417
0,358,,,,,0.2637065351009369,0.2608698606491089,3.1338613033294678,,,
1,717,,,,,,,,0.4872112274169922,0.6142606735229492,2.0297818183898926
1,717,,,,,0.44567540287971497,0.44856932759284973,2.2065205574035645,,,
2,1076,,,,,,,,0.5195956826210022,0.6510778665542603,1.872180700302124
2,1076,,,,,0.49286866188049316,0.4963579773902893,1.989165186882019,,,
3,1435,,,,,,,,0.5082508325576782,0.6379824280738831,1.9139176607131958
3,1435,,,,,0.5171631574630737,0.5214692950248718,1.886283278465271,,,
4,1794,,,,,,,,0.5585808753967285,0.6936014294624329,1.7097411155700684
4,1794,,,,,0.5346534848213196,0.5405868887901306,1.8003464937210083,,,
5,2153,,,,,,,,0.5864273905754089,0.7138848900794983,1.6107062101364136
5,2153,,,,,0.5550224781036377,0.5589257478713989,1.7352235317230225,,,
6,2512,,,,,,,,0.5622937083244324,0.6945688724517822,1.6930707693099976
6,2512,,,,,0.5589916110038757,0.5638097524642944,1.7134790420532227,,,
7,2871,,,,,,,,0.5992161631584167,0.7231999039649963,1.5663127899169922
7,2871,,,,,0.5688925981521606,0.5751452445983887,1.6575356721878052,,,
8,3230,,,,,,,,0.5930280685424805,0.7243696451187134,1.5883586406707764
8,3230,,,,,0.5755223035812378,0.5808993577957153,1.6348674297332764,,,
9,3589,,,,,,,,0.5847772359848022,0.7187154293060303,1.635820746421814
9,3589,,,,,0.5781393051147461,0.584204912185669,1.6263693571090698,,,
10,3590,0.5897029638290405,0.5897029638290405,0.7135102152824402,1.5953673124313354,,,,,,
