epoch,step,test/acc,test/acc_best,test/f1_score,test/loss,train/acc,train/f1_score,train/loss,val/acc,val/f1_score,val/loss
0,179,,,,,,,,0.6305692791938782,0.7518853545188904,1.4196826219558716
0,179,,,,,0.3738386929035187,0.36912545561790466,2.7776176929473877,,,
1,359,,,,,,,,0.6996699571609497,0.8099434971809387,1.1112453937530518
1,359,,,,,0.6159986257553101,0.6190961003303528,1.4906070232391357,,,
2,539,,,,,,,,0.7246286869049072,0.8281189799308777,1.0085012912750244
2,539,,,,,0.6870502233505249,0.6914327144622803,1.1943936347961426,,,
3,719,,,,,,,,0.7310230731964111,0.8332799077033997,0.9864559173583984
3,719,,,,,0.7242988348007202,0.7292861342430115,1.0297608375549316,,,
4,899,,,,,,,,0.7485560774803162,0.8461416363716125,0.9205888509750366
4,899,,,,,0.750730574131012,0.7569396495819092,0.908934473991394,,,
5,1079,,,,,,,,0.7489686608314514,0.8453232049942017,0.9242549538612366
5,1079,,,,,0.7794303894042969,0.7853378653526306,0.8123612403869629,,,
6,1259,,,,,,,,0.7584571242332458,0.85260009765625,0.9349368214607239
6,1259,,,,,0.7992323637008667,0.8054021596908569,0.7347289323806763,,,
7,1439,,,,,,,,0.7576320171356201,0.8530687093734741,0.9297698140144348
7,1439,,,,,0.8156322240829468,0.8192097544670105,0.665759265422821,,,
8,1619,,,,,,,,0.7687706351280212,0.8601672649383545,0.9229333400726318
8,1619,,,,,0.8256204724311829,0.8298867344856262,0.6291660666465759,,,
9,1799,,,,,,,,0.7594884634017944,0.8548471331596375,0.9168482422828674
9,1799,,,,,0.8375278115272522,0.8419474959373474,0.5842491984367371,,,
10,1800,0.753069281578064,0.753069281578064,0.848025918006897,0.9872903823852539,,,,,,
